11,"Which of the following are true of convolutional neural networks for image analysis?
\begin{enumerate}[label=\alph*.]
    \item[a.] Filters in earlier layers tend to include edge detectors. 
    \item[b.] Pooling layers reduce the spatial resolution of the image.
    \item[c.] They have more parameters than fully-connected networks with the same number of layers and the same number of neurons in each layer.
    \item[d.] A CNN can be trained for unsupervised learning tasks, whereas an ordinary neural net cannot. 
\end{enumerate}","a, b.  CNNs have generally less parameters than fully-connected networks with the same number of layers and neurons, which is why CNNs are more efficient.  Also, any neural network can be trained to perform unsupervised learning tasks --- at least in principle.","The following statements are true of Convolutional Neural Networks (CNNs) for image analysis:

a. Filters in earlier layers tend to include edge detectors.
b. Pooling layers reduce the spatial resolution of the image.

The following statement is false:

c. They have more parameters than fully-connected networks with the same number of layers and the same number of neurons in each layer. (It is often the case that CNNs have fewer parameters than fully-connected networks with the same number of neurons, due to the weight sharing mechanism inherent to convolutional layers.)

The following statement is also false:

d. A CNN can be trained for unsupervised learning tasks, whereas an ordinary neural net cannot. (Both CNNs and fully-connected neural networks can be trained for supervised and unsupervised learning tasks.)",1,,,
12,"Given an input image $X$, and the kernel $K$, with a stride of 1, and a zero padding of 1 pixel around the image. What is the output of convolution of $K$ with $X$ with stride 1 and zero padding of size one?\\

$$X = \left(\begin{matrix}
1 & 2 & 1\\
3 & 4 & 3\\
2 & 1 & 2\\
4 & 3 & 4
\end{matrix}\right)$$

$$K = \left(\begin{matrix}
1 & 1\\
2 & 2
\end{matrix}\right)$$","[[2, 6, 6, 2], [7, 17, 17, 7], [7, 13, 13, 7], [10, 17, 17,10], [4, 7, 7, 4]][[2, 6, 6, 2], [7, 17, 17, 7], [7, 13, 13, 7], [10, 17, 17,10], [4, 7, 7, 4]].","The output of the convolution of $K$ with $X$ with stride 1 and zero padding of size one would be:

14 & 16 & 14\\
16 & 18 & 16\\
14 & 16 & 14
\end{matrix}\right)$$
To calculate the output, we would first add a zero padding of size one around the input image $X$, so that the new image becomes:
$$\left(\begin{matrix}
0 & 0 & 0 & 0 & 0\\
0 & 1 & 2 & 1 & 0\\
0 & 3 & 4 & 3 & 0\\
0 & 2 & 1 & 2 & 0\\
0 & 4 & 3 & 4 & 0\\
\end{matrix}\right)$$
Next, we would perform the convolution by sliding the kernel $K$ over the padded image, element-wise multiplying and summing the entries in each position of the kernel with the corresponding entries in the image, and placing the result in the output matrix. For example, the first entry in the output matrix would be obtained by multiplying the entries in the top-left corner of the kernel with the entries in the corresponding position of the image, and summing the result:
$$\left(\begin{matrix}
1 & 1\\
2 & 2
\end{matrix}\right) \times \left(\begin{matrix}
1 & 2\\
3 & 4
\end{matrix}\right) = 1 \times 1 + 1 \times 2 + 2 \times 3 + 2 \times 4 = 14$$
The process would be repeated for every position in the output matrix.",0,,,
13,Describe the advantages of the Transformer architecture over CNNs and RNNs.,"The Transformer architecture utilizes an attention mechanism that allows it to learn the context of a given sequence, allowing it to better understand the input sequence. This attention mechanism allows the Transformer architecture to better capture long-term dependencies which are difficult to capture with CNNs and RNNs. Unlike RNNs, the Transformer architecture can process multiple parts of a sequence in parallel, allowing it to process data faster and more efficiently.","The Transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al., has several advantages over Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs):

Parallelization: Transformers can be trained in parallel, allowing for faster training on GPUs. This is because the self-attention mechanism used in Transformers does not require sequential processing, unlike RNNs, which are inherently sequential.

Scalability to longer sequences: RNNs tend to struggle when processing long sequences, as the information has to be passed through the network for each time step, leading to the vanishing gradient problem. In contrast, Transformers use self-attention mechanisms that can process all parts of a sequence in parallel, allowing them to handle longer sequences more effectively.

Better handling of variable-length input: Transformers can handle variable-length input sequences more easily than RNNs, as they do not require the input sequences to be padded to a fixed length.

Better handling of relationships between elements in the input: The self-attention mechanism in Transformers allows the model to dynamically weight the importance of different elements in the input sequence, which can be useful for capturing relationships between elements.

Improved interpretability: The self-attention mechanism in Transformers can be interpreted as the model attending to different parts of the input to make a prediction, which makes the model more interpretable compared to black box models like fully-connected networks.

It's worth noting that Transformers are not a replacement for CNNs and RNNs, but rather a complementary architecture that can be applied to specific tasks where their strengths are advantageous.",1,,,
14,"Which of the following is true of the weights in a recurrent neural network?
\begin{enumerate}[label=\alph*.]
    \item[a.] The weights are shared between all time steps.
    \item[b.] The weights are different for each time step.
    \item[c.] The weights are different for each input.
    \item[d.] The weights are different for each output.
\end{enumerate}",a.,"The correct answer is a. The weights are shared between all time steps.

In a recurrent neural network (RNN), the same set of weights is used at each time step in the input sequence. This allows the RNN to learn features that persist across different time steps, and maintain information from the previous time step as the input sequence is processed. The weights in the RNN are updated during training to minimize the prediction error on the training data.",1,,,
15,"What is the output $s_3$ of the following RNN?
\begin{equation*}
        x_1 = 1, x_2 = 1, x_3 = 1, w = 1, u = 1, v = 1, s_0 = 0\\
\end{equation*}
\begin{equation*}
        s_1 = w \cdot s_0 + x_1
\end{equation*}
\begin{equation*}
        v_1 = s_1
\end{equation*}
\begin{equation*}
        s_2 = w \cdot s_1 + x_2
\end{equation*}
\begin{equation*}
        v_2 = s_2
\end{equation*}
\begin{equation*}
        s_3 = w \cdot s_2 + x_3 = \,\, \mathbf{?}
\end{equation*}",3,"Given the following RNN:

\begin{equation*}
x_1 = 1, x_2 = 1, x_3 = 1, w = 1, u = 1, v = 1, s_0 = 0\
\end{equation*}
\begin{equation*}
s_1 = w \cdot s_0 + x_1 = 1
\end{equation*}
\begin{equation*}
v_1 = s_1 = 1
\end{equation*}
\begin{equation*}
s_2 = w \cdot s_1 + x_2 = 2
\end{equation*}
\begin{equation*}
v_2 = s_2 = 2
\end{equation*}

The output $s_3$ is:

\begin{equation*}
s_3 = w \cdot s_2 + x_3 = w \cdot 2 + 1 = 3
\end{equation*}

So $s_3 = 3$.",1,,,
16,"Which of the following is true of the LSTM cell?
\begin{enumerate}[label=\alph*.]
    \item[a.] It is a more general form of the RNN cell 
    \item[b.] It is a more general form of the GRU cell 
    \item[c.] It is a less general form of the GRU cell 
    \item[d.] It is a less general form of the RNN cell
\end{enumerate}",a and c.,"The correct answer is b. It is a more general form of the GRU cell.

Long Short-Term Memory (LSTM) cells are a type of Recurrent Neural Network (RNN) architecture that are designed to address the issue of vanishing gradients in traditional RNNs. The LSTM cell has several gates that control the flow of information into and out of the cell state, allowing it to preserve information from the past for longer periods of time.

The Gated Recurrent Unit (GRU) is a simplified version of the LSTM cell that combines the forget and input gates into a single update gate, making it a less complex architecture. However, the LSTM cell provides more opportunities for control over the flow of information, making it a more general form of the GRU cell.",0,,,
17,"For which of the following sequences can the next character be correctly predicted by a model using only the previous character?
\begin{enumerate}[label=\alph*.]
    \item[a.] $1, 1, 1, -1, 1, 1, 1, -1, ?$
    \item[b.] $1, -1, 1, -1, 1, -1, ?$
    \item[c.] $1, 1, -1, 1, 1, -1, 1, 1, -1, ?$
    \item[d.] $-1, -1, 1, -1, -1, 1, ?$
\end{enumerate}",b.,"The correct answer is b. The sequence $1, -1, 1, -1, 1, -1, ?$ can be correctly predicted by a model using only the previous character.

This type of sequence, with alternating values of $1$ and $-1$, has a clear pattern that can be learned by the model. By using the previous character as input, the model can predict the next character in the sequence by simply alternating between $1$ and $-1$.

For the other sequences, the pattern is not as clear and additional information beyond just the previous character may be required to make accurate predictions.",1,,,
18,"What is the weight $w$ for an RNN which has input $( x_1 , x_2 , x_3 ) = ( 1 , 1 , 1 )$ and output $( v_1 , v_2 , v_3 ) = ( 1 , 2 , 3 )$ and is defined by $s_t = w \cdot s_{t - 1} + x_t$ and $v_t = s_t$?",1,"We can find the weight $w$ using the given information. Let $s_0$ be the initial state, then we have:

\begin{equation*}
s_1 = w \cdot s_0 + x_1 = w \cdot s_0 + 1
\end{equation*}

\begin{equation*}
v_1 = s_1 = w \cdot s_0 + 1
\end{equation*}

\begin{equation*}
s_2 = w \cdot s_1 + x_2 = w \cdot (w \cdot s_0 + 1) + 1 = w^2 \cdot s_0 + w + 1
\end{equation*}

\begin{equation*}
v_2 = s_2 = w^2 \cdot s_0 + w + 1
\end{equation*}

\begin{equation*}
s_3 = w \cdot s_2 + x_3 = w \cdot (w^2 \cdot s_0 + w + 1) + 1 = w^3 \cdot s_0 + w^2 + w + 1
\end{equation*}

\begin{equation*}
v_3 = s_3 = w^3 \cdot s_0 + w^2 + w + 1
\end{equation*}

We are given that $v_1 = 1$, $v_2 = 2$, and $v_3 = 3$, so we can use these equations to solve for $w$:

\begin{equation*}
1 = w \cdot s_0 + 1
\end{equation*}

\begin{equation*}
2 = w^2 \cdot s_0 + w + 1
\end{equation*}

\begin{equation*}
3 = w^3 \cdot s_0 + w^2 + w + 1
\end{equation*}

Solving these equations simultaneously, we can find $w = 2$. This means that the weight $w$ is equal to 2.",0,,,
19,"Given an RNN defined by $s_t = W \cdot s_{t - 1} + U \cdot x_t$ with $W = [ [ -1 , 0 ] , [ 0 , -1 ] ]$, $U = [ [ 1 ] , [ 1 ] ]$, and $s_0 = [ [ 0 ] , [ 0 ] ]$, what is $s_2$ for $x = ( x_1 , x_2 ) = ( 1 , 0 )$?","$[-1, -1]$.","We can calculate the hidden state $s_t$ for each time step $t$ by starting with the initial hidden state $s_0$ and iteratively updating it with the input and weight matrices $x_t$ and $W$:

$s_1 = W \cdot s_0 + U \cdot x_1 = W \cdot [ [ 0 ] , [ 0 ] ] + U \cdot [ [ 1 ] ] = [ [ 1 ] , [ 1 ] ]$

$s_2 = W \cdot s_1 + U \cdot x_2 = W \cdot [ [ 1 ] , [ 1 ] ] + U \cdot [ [ 0 ] ] = [ [ -1 ] , [ -1 ] ]$

Therefore, the hidden state $s_2$ is $[ [ -1 ] , [ -1 ] ]$.",1,,,
20,Suppose you would like to classify restaurant reviews as good or bad. Why is a bag of words not an appropriate solution? Explain.,A bag-of-words representation does not take into account word order which is important for classifying reviews.,"A bag of words approach to classifying restaurant reviews as good or bad is not appropriate for several reasons:

Lack of context: A bag of words representation only considers the frequency of individual words in a document, but it doesn't take into account the context in which they appear. For example, a review containing the word ""bad"" could either mean that the restaurant is bad, or that the reviewer's experience was bad.

Word ambiguity: Some words can have different meanings depending on the context, making it difficult to determine their sentiment. For example, the word ""good"" could indicate a positive sentiment, but it could also mean ""well-made"" or ""tasty"".

Word order: The order in which words appear can also convey important information about sentiment. For example, the sentence ""The food was not good"" and ""The food was good"" convey completely different sentiments, even though they contain the same words.

Overall, a bag of words representation does not capture the rich linguistic information necessary to accurately classify sentiment in restaurant reviews. More sophisticated models, such as those based on neural networks, are better suited to this task.",1,,,
21,"Select the best type of model for each use case, matching the use case to the options provided:

\noindent
Use cases:
\begin{enumerate}[label=\alph*.]
    \item[1.]
    Tumor segmentation analysis or recognizing tumor patches in medical ``slides''.
    \item[2.]
    Sentiment analysis on a large text corpus.
    \item[3.]
    Time series forecasting to predict price of automobile in the next month.
    \item[4.]
    Predict the price of a house based on square feet, ratio of bedrooms/bathrooms.
\end{enumerate}

\noindent
Options: CNN, RNN, Fully connected neural network","(1) CNN, (2) RNN, (3) RNN, (4) Fully connected neural network.","Use cases and best type of model:

Tumor segmentation analysis or recognizing tumor patches in medical ""slides"": CNN
Sentiment analysis on a large text corpus: Fully connected neural network
Time series forecasting to predict price of automobile in the next month: RNN
Predict the price of a house based on square feet, ratio of bedrooms/bathrooms: Fully connected neural network",0,,,
22,"What is the benefit of using attention in RNN?
\begin{enumerate}[label=\alph*.]
    \item[a.] We can model long dependencies.
    \item[b.] The inputs are processed in parallel rather than sequentially.
    \item[c.] Resolves vanishing gradients.
    \item[d.] All of the above.
\end{enumerate}",d.,"d. All of the above.

Using attention in RNNs provides several benefits, including:
a. Modeling long dependencies: Attention allows the RNN to selectively focus on the most relevant parts of the input sequence when making predictions. This is particularly useful when the input sequence is very long, as it can be difficult for the RNN to capture long-term dependencies using only its hidden state.
b. Processing inputs in parallel: Attention allows the RNN to process the input sequence in parallel, rather than sequentially, by giving it the ability to selectively attend to different parts of the input at each time step.
c. Resolving vanishing gradients: By allowing the RNN to selectively focus on the most relevant parts of the input sequence, attention can help to mitigate the problem of vanishing gradients, which can occur when gradients propagated through the RNN become very small and make it difficult to update the model parameters.",1,,,
